id,script,inflection,comment
4297,and these trains may convery first class accomodation,e,
4298,if a scheduled train stops at this station,s,
4299,which conveys first class accomodation,m,
4300,and you have a standard class ticket,m,
4301,please note,m,
4302,that you are invited to travel first class at no extra charge,e,
4303,there will be no extra charge for standard class ticket holders,m,
4304,travelling in first class accomodation,m,
4305,on scheduled trains from this station,e,
4306,thank you,w,
4307,please note that youre allowed to travel first class at no extra charger,w,
4308,please allow customers to alight from the train,s,
4309,please note this train will today be formed of,s,
4310,only,e,
4311,please note this train will today be formed of (2),s,
4312,today,e,
4313,please take care when alighting at,s,
4314,due to icy platforms,e,
4315,because of icy platforms at,s,
4316,please take extra care when leaving the train,e,
4317,before attempting to board,e,
4318,due to a fault on the station lighting,e,
4319,because of a fault with the station lighting at,s,
4320,please take extra care when alighting from the train,e,
4321,smoking is not permitted on this train,w,
4322,smoking is not permitted in any part of the train,w,
4323,smoking is not permitted on the station,w,
4324,smoking is not allowed on this train,w,
4325,smoking is not allowed in any part of the train,w,
4326,smoking is not allowed on the station,w,
4327,im sorry to inform you that,s,
4328,this service has been reported as full and standing,e,
4329,this service has been reported to be full and standing,e,
4330,please have your tickets ready for inspection on the train,w,
4331,please have your tickets and railcards ready for inspection on the train,w,
4332,please stand back from the edge of the platform,s,
4333,until your train comes to a complete halt,e,
4334,until your train comes to a complete stop,e,
4335,this train is fast to,s,
4336,please note that this trains journey has been amended,s,
4337,from the original timetable schedule,e,
4338,customers are advised that this service,s,
4339,will be stopping at additional stations on its journey today,e,
4340,customers for,s,
4341,should cross,m,
4342,via the footbridge,m,
4343,via,m,
4344,the subway,m,
4345,the train now at platform,s,
4346,terminates here,e,
4347,customers for the,s,
4348,middle,m,
4349,via the subway,m,
4350,please move right inside the carriages on the train at,s,
4351,to enable other customers to join the train,e,
4352,please move right inside the carriages,s,
4353,use all available doors,e,
4354,please stand clear of the doors at,s,
4355,this train is ready to leave,e,
4356,please stand away from the edge of,s,
4357,the approaching train is not in service from,m,
4358,would all customers please take care whilst using,s,
4359,station,e,
4360,as the platforms and concourse areas are very slippery,e,
4361,because the platform and concourse areas are very slippery,s,
4362,would all customers please take care whilst on the station,e,
4363,im sorry to inform you that,s,
4364,services to,m,
4365,are being delayed,e,
4366,in the direction of,m,
4367,are subject to delays,m,
4368,of up to,m,
4369,this is due to,s,
4370,this has been caused by,s,
4371,our maintenance staff have been called,e,
4372,our contractors are aware,e,
4373,everything is being done to keep your delay to a minimum,w,
4374,customers travelling to,s,
4375,im sorry to advise you that,m,
4376,have advised me that services on the,m,
4377,are subject to delay and cancellation,e,
4378,please avoid the,s,
4379,if possible,e,
4380,theres a fault on the information system at,s,
4381,this station,e,
4382,has been suspended,e,
4383,there are no,s,
4384,services from,m,
4385,services are operating from,s,
4386,but not from,m,
4387,customers are advised to make alternative journey plans via london,w,
4388,i am sorry to announce that there are no direct services from,s,
4389,please change at,m,
4390,these stations,e,
4391,all services to,s,
4392,are subject to,m,
4393,delay or cancellation,e,
4394,everything is being done to keep delays to a minimum,w,
4395,im sorry to announce that the,s,
4396,service has been suspended from this station,e,
4397,please use an alternative destination to fulfil your journey plan,w,
4398,please make sure you close all doors firmly behind you,s,
4399,when boarding trains that do not have automatic doors,e,
4400,bicycles can only be carried inside the guard's compartment,w,
4401,allow customers to alight before boarding,w,
4402,the station,s,
4403,is closed today,e,
4404,will all customers please use,s,
4405,to cross the station,e,
4406,to exit the station,e,
4407,please note that the formation of this train,s,
4408,has been reversed today,e,
4409,has been changed,e,
4410,customers are advised,s,
4411,that this train,m,
4412,will not call at,m,
4413,this service,s,
4414,does not stop at,m,
4415,the next train from,s,
4416,is the,m,
4417,retimed,m,
4418,this train,m,
4419,has been,m,
4420,to depart at,m,
4421,customers please note,s,
4422,will be diverted,m,
4423,is diverted to,m,
4424,has been diverted to,m,
4425,is diverted,m,
4426,is today diverted to,m,
4427,the next train to arrive at,s,
4428,this train is the service from,s,
4429,divides here,e,
4430,please stand clear,s,
4431,whilst,m,
4432,the detachment,m,
4433,is being made,e,
4434,this train divides here,w,
4435,more coaches will be attached,s,
4436,to the train,e,
4437,while,m,
4438,the attachment,m,
4439,is made,e,
4440,front,m,
4441,must travel in,m,
4442,the front,m,
4443,the rear,m,
4444,rear,m,
4445,is the retimed,m,
4446,will be the retimed,m,
4447,please note that,m,
4448,this train stops to set down passengers only,w,
4449,the train now standing at,s,
4450,terminates at this station,e,
4451,this train now approaching,s,
4452,is for railway personnel only,e,
4453,this train is train identification number,s,
4454,customers are advised that,s,
4455,there is more room towards,m,
4456,should cross to,m,
4457,should cross via the footbridge to,m,
4458,should change here,m,
4459,and cross to,m,
4460,customers are reminded that,s,
4461,a replacement bus service is in operation from,m,
4462,where the train will restart,e,
4463,a special bus service,m,
4464,is in operation,m,
4465,from,m,
4466,this station,m,
4467,please make sure you travel in the correct part of this train,w,
4468,the train,e,
4469,is delayed,e,
4470,is being delayed,e,
4471,im very sorry,s,
4472,for the delay to this service,e,
4473,for this delay,e,
4474,im extremely sorry,s,
4475,for the severe delay to this service,e,
4476,im sorry for the delay,s,
4477,this will cause to your journey,e,
4478,customers for intermediate station,s,
4479,please check timetable display information,m,
4480,and listen for further announcements,e,
4481,will now depart from,m,
4482,im sorry to announce,s,
4483,that there will be no catering facilities on the train today,e,
4484,customers are advised that the service will be stopping at,s,
4485,additional stations on its journey today,e,
4486,please note that the formation of this train,s,
4487,has been reversed today,e,
4488,has been changed,e,
4489,please make sure you travel,s,
4490,in the correct part of this train,e,
4491,this service,s,
4492,has been retimed,m,
4493,to depart at,m,
4495,for the,m,
4496,please note that this train,s,
4497,will be diverted to,m,
4498,is for,m,
4499,stops here to set down passengers only,e,
4500,the train now standing at,s,
4501,please stand clear while,s,
4504,the attachment is made,e,
4505,more coaches will be attached to,s,
4506,the rear of this train,e,
4507,the front of this train,e,
4508,the rear of the train,e,
4509,the front of the train,e,
4510,stations to edinburgh waverley,m,
4511,should,m,
4512,cross to,m,
4513,should cross via the subway to,m,
4514,should cross via the footbridge to,m,
4515,and cross to,m,
4516,a replacement bus service is in operation from,s,
4517,where the train will restart,e,
4518,from this station to,s,
4519,im sorry,s,
4520,for this delay,e,
4521,for the delay to this service,e,
4522,and for the delay this will cause to your journey,e,
4523,im sorry for the delay this will cause to your journey,w,
4524,the advertised catering service,s,
4525,is not available,m,
4526,on this train today,e,
4527,the advertised catering facility,m,
4528,is subject to a delay of approximately,m,
4529,im pleased to be able to advise you,s,
4530,are currently reporting normal services on all lines,m,
4531,london underground have advised me that,s,
4532,major,m,
4533,delays are occurring on the,m,
4534,please allow extra time for your journey,w,
4535,if travelling on the london underground service is affected,e,
4536,normal services are reported running on all other services,w,
4537,minor,m,
4538,normal services are reported to be operating on all other lines,w,
4539,victoria,m,
4540,line,e,
4541,northern,m,
4542,district,m,
4543,circle,m,
4544,circle and district,m,
4545,lines,e,
4546,east london,m,
4547,piccadilly,m,
4548,hammersmith and city,m,
4549,jubilee,m,
4550,bakerloo,m,
4551,metropolitan,m,
4552,docklands light railway,m,
4553,docklands light railway,e,
4554,waterloo and city,m,
4567,this train is today in reverse formation,w,
4568,the train now approaching,s,
4569,please stand clear while the train is being detached,w,
4570,should travel in the,m,
4571,of the train,e,
4572,this train was due to terminate at this station,w,
4573,this train was due to set down passengers only,w,
4574,this train divides here,w,
4575,originally due to depart from platform,m,
4576,will now depart from platform,m,
4577,originally due to arrive on platform,m,
4578,will now arrive on platform,m,
4579,this train will terminate here,w,
4580,this train is formed of,s,
4582,will be at,m,
4583,this train will call additionally at,s,
4584,i am sorry to advice you,s,
4585,that london underground have informed me that services on the,m,
4586,have been suspended,e,
4587,customers changing at,s,
4588,are advised there is no service on the,m,
4589,connex,m,
4590,services are not affected,e,
4591,im sorry to inform you,s,
4592,that london underground have advised me that services on the,m,
4593,east london line from new cross gate have been suspended,e,
4594,customers are advised that east london line services,s,
4595,from new cross station are operating normally,e,
4596,im sorry to inform customers that,s,
4597,all london underground services have been suspended,e,
4598,there are no london underground services operating today,w,
4599,customers,s,
4600,who are travelling to,m,
4601,are reminded that,m,
4602,automatic ticket barriers are in operation,m,
4603,at that station,e,
4604,i would like to remind customers that the new,s,
4605,summer timetable,m,
4606,commences on,m,
4607,monday,e,
4608,new copies of the timetable are available from the,m,
4609,ticket sales points at all manned stations,e,
4610,winter,m,
4611,tuesday,e,
4612,wednesday,e,
4613,thursday,e,
4614,friday,e,
4615,saturday,e,
4616,sunday,e,
4617,im sorry to inform customers that services to,s,
4618,are currently subject to,m,
4619,delay,m,
4620,cancellation,m,
4621,diversion,m,
4622,due to,m,
4623,vandalism,e,
4624,the current journey time from here to,s,
4625,is approximately,m,
4626,everything is being done to rectify the situation,s,
4627,as quickly as possible,e,
4628,are advised to travel to,m,
4629,and change there for a return service,e,
4630,please note that direct services from here to,s,
4631,and,m,
4632,have been reduced to run at,m,
4633,minute intervals,e,
4634,would all customers please note that platform,s,
4635,is closed,e,
4636,all services in the,s,
4637,direction,m,
4638,is now closing,e,
4639,will now depart from platform,m,
4640,closed circuit television and remote video monitoring,m,
4641,is in use at this station,m,
4642,for your personal safety and security,e,
4643,please note that emergency services are en route to this station,s,
4644,and we are aware of the current situation,e,
4645,please do not make any further emergency telephone calls,w,
4646,police,"s,m",
4647,ambulance,"s,m",
4648,fire,"s,m",
4649,all emergency,s,
4650,services will be in attendance shortly,e,
4651,im very sorry for the extreme delay,s,
4652,which has been caused to services today,m,
4653,due to,m,
4654,at the moment,s,
4655,i cannot give you any estimate,m,
4656,regarding resumption of services from this station,m,
4657,in the,m,
4658,latest estimates expect services to me moving in,s,
4659,please listen for further announcements,w,
4660,i do thank you for your patience and understanding,s,
4661,during this difficult situation,e,
4662,customers are advised that free drinks are now available,s,
4663,please consult our station staff,e,
4664,any customers due to travel to,s,
4665,would you please cross to,m,
4666,remain on this platform,m,
4667,and travel to,m,
4668,and change there for alternative transport for connecting services,e,
4669,your attention please,w,
4670,any customers for,s,
4671,would you please make your way to the,m,
4672,of the station,m,
4673,for a replacement,m,
4674,bus,m,
4675,service,e,
4676,side,m,
4677,taxi,m,
4678,customers are requested not to feed the pigeons on the station,w,
4680,they are a nuisance and a possible health hazard,w,
4681,please do not,s,
4682,feed the pigeons,m,
4683,would customers please note that,s,
4684,pickpockets,m,
4685,unofficial luggage luggage porters,m,
4686,operate on this station,e,
4687,please do not leave any item of luggage at any time,w,
4688,please make sure your personal items are secure,s,
4689,particularly when using the,m,
4690,telephones or while waiting to purchase tickets,e,
4691,parents and guardians are reminded that the station,s,
4692,can be a dangerous environment,e,
4693,trains may pass through at high speed,s,
4694,and without prior warning,e,
4695,when on the station and travelling on rail services,s,
4696,please make sure that children are supervised at all times,e,
4698,customers are advised there is a fault on the information monitors,s,
4699,on this station,e,
4700,please disregard any information showing,s,
4701,and listen carefully to all announcements,e,
4702,customers using personal stereo equipment on this train,s,
4703,are requested to keep the volume at a suitable level,m,
4704,so as to allow other customers to have a pleasant journey,e,
4705,customers who are travelling to,s,
4706,are advised that the consumption of alcohol,m,
4707,is not permitted on services to,m,
4708,today,e,
4709,british transport police,s,
4710,will be in attendance at,m,
4711,im sorry for the temporary closure of the ticket sales point,w,
4712,this is due to,s,
4713,please purchase your tickets,s,
4714,or,m,
4715,permit to travel,m,
4716,from the,m,
4717,self service ticket machines,m,
4718,or from the first manned station,m,
4719,if changing for connecting services,e,
4720,on board the train from the conductor,m,
4721,from your destination station,m,
4722,im sorry to advise customers that,s,
4723,at,m,
4724,all services to,m,
4725,are being diverted,e,
4726,and are not calling at this station,e,
4727,customers are advised to make their own alternative travel plans,s,
4728,london bus services,s,
4729,are accepting train tickets for travel on their services,m,
4730,during this disruption,e,
4731,are reminded that the last direct service back from,m,
4732,is at,m,
4733,tonight,e,
4734,tomorrow morning,e,
4735,please,s,
4736,be aware that,m,
4737,this train will call additionally at,m,
4738,this train will not call at,m,
4739,this platform,m,
4740,this platform,m,
4741,this train is the service from,s,
4742,this train will terminate here,e,
4743,please stand clear while the detachment is being made,w,
4744,this train divides here,w,
4745,please stand clear while the train is being attached,w,
4746,please stand clear while the attachment is being made,w,
4747,middle,m,
4748,coaches,m,
4749,the train now standing at platform,s,
4750,all change please all change,w,
4751,this train,s,
4752,stops here to set down only,e,
4753,this train stops here to set down only,w,
4754,im sorry to announce that the,s,
4755,is being delayed,e,
4756,im sorry for the delay to this service,w,
4757,im very sorry for the delay to this service,w,
4758,im extremely sorry for the severe delay to this service,w,
4759,service from,m,
4760,has been cancelled,m,
4761,this train is today in reverse formation,w,
4762,stand away from the train at platform,s,
4763,this train is not in use,e,
4764,stand well away from the edge of platform,s,
4765,the approaching train is not scheduled to stop at this station,w,
4766,fast train approaching,w,
4767,attention please this is a platform alteration,w,
4768,the service from,s,
4769,will now arrive on platform,m,
4770,where the train will restart,e,
4771,the train will then call at,s,
4772,this train will terminate,e,
4773,customers are reminded,s,
4774,a replacement bus service will then operate to,m,
4775,that a bus service is in operation between,m,
4776,the victoria service,m,
4777,has been delayed,m,
4779,gner,m,
4780,connex,m,
4781,thameslink city metro,m,
4782,thameslink city flier,m,
4783,connex racecourse special,m,
4784,connex express,m,
4785,gatwick express,m,
4786,south west trains,m,
4787,silverlink metro,m,
4788,virgin trains,m,
4789,sussex scot,m,
4790,virgin trains the sussex scot,m,
4791,blackheath and woolwich arsenal service to,m,
4792,blackheath and woolwich service to,m,
4793,blackheath and woolwich arsenal line service to,m,
4794,chiselhurst and maidstone east service to,m,
4796,chiselhurst and maidstone east line service to,m,
4797,maidstone east and ashford international line service to,m,
4798,maidstone east and ashford line service to,m,
4799,congestion,m,
4800,replacing emergency equipment on this train,m,
4801,additional coaches being attached to the train,m,
4802,additional cleaning duties,m,
4803,area,m,
4804,awaiting replacement coaches,m,
4805,police activity on the line,m,
4806,the emergency communication cord being activated on this train,m,
4807,the emergency communication cord being activated,m,
4808,on a preceding train,m,
4809,a gas leak in the area,m,
4810,a broken rail,m,
4811,maidstone east and canterbury west line service to,m,
4812,this train making additional stops on its journey,m,
4813,a lineside fire,m,
4814,a cable fire (old),m,
